ntc_id,prov,plan_id,adm,ntwk_org,sat_name,long_nom,act_code,ntf_rsn,st_cur,d_rcv,wic_no,wic_part,ntc_type,adm_ref_id,tgt_ntc_id,stn_name,long_dec,lat_dec,ctry
90504588,"RR1488",,"RUS",,"MOLNIA-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"MOSKVA",37.299999,55.75,"RUS"
90504589,"RR1488",,"RUS",,"MOLNIA-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"NOVOSIBIRSK",82.917,55,"RUS"
90504590,"RR1488",,"RUS",,"MOLNIA-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"PETROPAVLO KAM",158.66701,53,"RUS"
90504591,"RR1488",,"RUS",,"MOLNIA-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"SALEKHARD",66.75,66.233002,"RUS"
90504592,"RR1488",,"RUS",,"MOLNIA-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"SURGUT",73.5,61.283001,"RUS"
90504593,"RR1488",,"RUS",,"MOLNIA-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"SYKTYVKAR",50.516998,61.682999,"RUS"
90504594,"RR1488",,"RUS",,"MOLNIA-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"ZAIARSK",102.633,56.200001,"RUS"
90504609,"11.2",,"USA",,"NAVSTAR GPS",,"M","N","50","12/18/06 00:00:00",2593,"2","N","S-4975",,,,,
90504613,"RR1488",,"USA",,"OSCAR-7",,,"N","50","12/31/90 00:00:00",,,"N",,,,,,
90504614,"RR1488",,"USA",,"OSCAR-8",,,"N","50","12/31/90 00:00:00",,,"N",,,,,,
90504615,"RR1488",,"USA",,"PAM",,"M","N","50","09/29/05 00:00:00",2573,"2","N",,,,,,
90504617,"RR1488",,"USA",,"PIONEER-10",,"M","N","50","09/29/05 00:00:00",2580,"2","N",,,,,,
90504628,"RR1488",,"RUS",,"RADIO-M",,"A","N","50","12/08/87 00:00:00",,,"N",,,,,,
90504630,"RR1488",,"RUS",,"RS",,"A","N","50","12/31/90 00:00:00",,,"N",,,,,,
90504631,"REVADM",,"IND",,"RS-D2",,,"N","50","09/29/87 00:00:00",,,"N",,,,,,
90504632,"11.2",,"USA",,"SAR",,"M","N","50","12/18/06 00:00:00",2590,"2","N",,,,,,
90504633,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/31/90 00:00:00",,,"N",,,,,,
90504634,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"N",,,,,,
90504642,"11.2",,"USA",,"ST",,"M","N","50","12/18/06 00:00:00",2804,"2","N",,,,,,
90504648,"RR1488",,"USA",,"VOYAGER-1",,"M","N","50","09/29/05 00:00:00",2859,"2","N",,,,,,
90504649,"RR1488",,"USA",,"VOYAGER-2",,"M","N","50","09/29/05 00:00:00",2859,"2","N",,,,,,
90504706,"REVADM",,"USA",,"NAVSTAR GPS",,,"N","50","12/30/90 00:00:00",,,"S",,,"ANDERSEN",144.85001,13.617,"GUM"
90504707,"REVADM",,"USA",,"NAVSTAR GPS",,,"N","50","12/30/90 00:00:00",,,"S",,,"ELMENDORF",-149.817,61.283001,"ALS"
90504708,"REVADM",,"USA",,"NAVSTAR GPS",,,"N","50","06/23/81 00:00:00",,,"S",,,"KAENA POINT",-158.283,21.566999,"HWA"
90504709,"RR1488",,"USA",,"NAVSTAR GPS",,"M","N","50","02/14/92 00:00:00",2116,"2","T",,,"FIXED MONITOR USA",,,"USA"
90504710,"RR1488",,"USA",,"NAVSTAR GPS",,"M","N","50","04/27/94 00:00:00",2157,"2","T",,,"AIRCRAFT",,,"MWM"
90504711,"RR1488",,"USA",,"NAVSTAR GPS",,"M","N","50","04/27/94 00:00:00",2157,"2","T",,,"SHIP",,,"MWM"
90504712,"REVADM",,"USA",,"NAVSTAR GPS",,,"N","50","12/30/90 00:00:00",,,"S",,,"VANDENBERG CAL",-120.517,34.783001,"USA"
90504713,"REVADM",,"USA",,"NAVSTAR GPS",,,"N","50","12/30/90 00:00:00",,,"S",,,"WAHIAWA",-158,21.517,"HWA"
90504736,"RR1494",,"USA",,"OSCAR-7",,,"N","50","12/30/90 00:00:00",,,"T",,,"TA",,,"USA"
90504737,"RR1494",,"USA",,"OSCAR-8",,,"N","50","12/30/90 00:00:00",,,"T",,,"TA",,,"USA"
90504742,"RR1488",,"E",,"PIONEER-10",,,"N","50","10/08/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 61",-4.2480001,40.43,"E"
90504744,"RR1488",,"E",,"PIONEER-10",,,"N","50","10/08/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 63",-4.2470002,40.431999,"E"
90504746,"RR1488",,"E",,"PIONEER-10",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 61",-4.2480001,40.43,"E"
90504747,"RR1488",,"E",,"PIONEER-10",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 63",-4.2470002,40.431999,"E"
90504748,"RR1488",,"E",,"PIONEER-10",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 65",-4.25,40.428001,"E"
90504749,"RR1488",,"USA",,"PIONEER-10",,,"N","50","12/30/90 00:00:00",,,"S",,,"GOLDSTONE CAL",-116.85,35.382999,"USA"
90504760,"RR1488",,"E",,"PIONEER-6",,,"N","50","10/08/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 61",-4.2480001,40.43,"E"
90504762,"RR1488",,"E",,"PIONEER-6",,,"N","50","10/08/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 63",-4.2470002,40.431999,"E"
90504764,"RR1488",,"E",,"PIONEER-6",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 61",-4.2480001,40.43,"E"
90504765,"RR1488",,"E",,"PIONEER-6",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 63",-4.2470002,40.431999,"E"
90504766,"RR1488",,"E",,"PIONEER-6",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 65",-4.25,40.428001,"E"
90504810,"REVADM",,"IND",,"RS-D2",,,"N","50","09/29/87 00:00:00",,,"S",,,"AHMEDABAD",72.5,23.017,"IND"
90504811,"REVADM",,"IND",,"RS-D2",,,"N","50","09/29/87 00:00:00",,,"S",,,"CARNICOBAR",92.800003,9.1499996,"IND"
90504812,"REVADM",,"IND",,"RS-D2",,,"N","50","09/29/87 00:00:00",,,"S",,,"SRIHARIKOTA",80.199997,13.683,"IND"
90504813,"REVADM",,"IND",,"RS-D2",,,"N","50","09/29/87 00:00:00",,,"S",,,"TRIVANDRUM",76.866997,8.5500002,"IND"
90504814,"RR1488",,"USA",,"SAR",,,"N","50","07/08/81 00:00:00",,,"S",,,"BELLEVILLE IL",-89.849998,38.549999,"USA"
90504815,"RR1488",,"USA",,"SAR",,,"N","50","07/08/81 00:00:00",,,"S",,,"GREENBELT MD",-76.849998,39,"USA"
90504816,"RR1488",,"USA",,"SAR",,,"N","50","07/08/81 00:00:00",,,"S",,,"KODIAK",-152.483,57.682999,"ALS"
90504817,"RR1488",,"USA",,"SAR",,,"N","50","07/08/81 00:00:00",,,"S",,,"PNT REYES CA",-122.933,38.099998,"USA"
90504818,"RR1488",,"USA",,"SAR",,,"N","50","07/08/81 00:00:00",,,"T",,,"T",,,
90504819,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"AHMEDABAD-1",72.633003,23.066999,"IND"
90504820,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","08/13/82 00:00:00",,,"S",,,"AHMEDABAD",72.633003,23.066999,"IND"
90504821,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"CARNICOBAR",92.800003,9.1499996,"IND"
90504822,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"GULMARG",74.400002,34.049999,"IND"
90504823,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"JAIPUR",75.800003,26.816999,"IND"
90504824,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"MINICOY IS",73,8.3000002,"IND"
90504825,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"NEW DELHI",77.199997,28.583,"IND"
90504826,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"PATNA",85.099998,25.6,"IND"
90504827,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"PT BLAIR",92.717003,11.667,"IND"
90504828,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"SRIHARIKOTA-1",80.167,13.833,"IND"
90504829,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","08/13/82 00:00:00",,,"S",,,"SRIHARIKOTA",80.199997,13.667,"IND"
90504830,"RR1488",,"IND",,"SEO BHASKARA-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"TRIVANDRUM",76.883003,8.533,"IND"
90504831,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"AHMEDABAD-1",72.383003,23.200001,"IND"
90504832,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"CARNICOBAR",92.800003,9.1499996,"IND"
90504833,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"GULMARG",74.400002,34.049999,"IND"
90504834,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"JAIPUR",75.800003,26.816999,"IND"
90504835,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"MINICOY IS",73,8.3000002,"IND"
90504836,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"NEW DELHI",77.199997,28.583,"IND"
90504837,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"PATNA",85.099998,25.6,"IND"
90504838,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"PT BLAIR",92.717003,11.667,"IND"
90504839,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"SRIHARIKOTA-1",80.199997,13.683,"IND"
90504840,"RR1488",,"IND",,"SEO BHASKARA-2",,,"N","50","05/25/83 00:00:00",,,"S",,,"TRIVANDRUM",76.866997,8.5500002,"IND"
90504844,"RR1488",,"USA",,"SPACE SHUTTLE",,,"N","50","04/01/86 00:00:00",,,"S",,,"ANDERSEN",144.855,13.632,"GUM"
90504845,"RR1488",,"USA",,"SPACE SHUTTLE",,,"N","50","04/01/86 00:00:00",,,"S",,,"ANDERSEN 1",144.855,13.632,"GUM"
90504847,"RR1488",,"USA",,"SPACE SHUTTLE",,,"N","50","04/03/89 00:00:00",,,"S",,,"KAENA POINT",-158.295,21.568001,"HWA"
90504848,"RR1488",,"USA",,"SPACE SHUTTLE",,,"N","50","04/03/89 00:00:00",,,"S",,,"KAENA POINT 1",-158.295,21.568001,"HWA"
90504858,"11.2",,"USA",,"ST OMNI",,"M","N","50","12/18/06 00:00:00",2838,"2","N",,,,,,
90504864,"RR1488",,"F",,"SPOT-1",,,"N","50","01/13/86 00:00:00",,,"S",,,"AUSSAGUEL ISSUS",1.5,43.432999,"F"
90504874,"RR1488",,"RUS","IK","MOLNIA-3",,"A","N","50","01/01/83 00:00:00",,,"N",,,,,,
90504887,"RR1488",,"CUB",,"MOLNIA-3",,,"N","50","01/01/83 00:00:00",,,"S",,,"CARIBE",-82.083,23.033001,"CUB"
90504888,"RR1488",,"CUB",,"MOLNIA-3",,,"N","50","07/08/88 00:00:00",,,"S",,,"HABANA 2",-82.432999,23.200001,"CUB"
90504889,"RR1488",,"D",,"MOLNIA-3",,,"N","50","12/30/90 00:00:00",,,"S",,,"FUERSTENWALDE",14.083,52.317001,"D"
90504930,"RR1488",,"E",,"VOYAGER-1",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 61",-4.2480001,40.43,"E"
90504932,"RR1488",,"E",,"VOYAGER-1",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 63",-4.2470002,40.431999,"E"
90504934,"RR1488",,"E",,"VOYAGER-1",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 65",-4.25,40.428001,"E"
90504935,"RR1488",,"USA",,"VOYAGER-1",,,"N","50","12/30/90 00:00:00",,,"S",,,"GOLDSTONE CAL",-116.883,35.432999,"USA"
90504936,"RR1488",,"AUS",,"VOYAGER-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"TIDBINBILA ACT",148.983,-35.400002,"AUS"
90504938,"RR1488",,"E",,"VOYAGER-2",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 61",-4.2480001,40.43,"E"
90504940,"RR1488",,"E",,"VOYAGER-2",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 63",-4.2470002,40.431999,"E"
90504942,"RR1488",,"E",,"VOYAGER-2",,,"N","50","08/03/90 00:00:00",,,"S",,,"ROBLEDO MAD DSS 65",-4.25,40.428001,"E"
90504943,"RR1488",,"USA",,"VOYAGER-2",,,"N","50","12/30/90 00:00:00",,,"S",,,"GOLDSTONE CAL",-116.883,35.432999,"USA"
90504977,"RR1488",,"MLA",,"PALAPA-B2",113,,"N","50","04/02/90 00:00:00",,,"S",,,"KOTA KINABALU",116.107,6,"MLA"
90504980,"RR1488",,"MLA",,"PALAPA-B2",113,,"N","50","04/02/90 00:00:00",,,"S",,,"KUANTAN",103.338,3.846,"MLA"
90505001,"RR1492",,"ARG",,,,"A","N","50","11/28/84 00:00:00",,,"R",,,"V ELISA",-58.133301,-34.866699,"ARG"
90505002,"RR1492",,"ARM",,,,"A","N","50","02/21/85 00:00:00",,,"R",,,"BAO BYURAKAN",44.283001,40.349998,"ARM"
90505008,"RR1492",,"AUS",,,,"M","N","50","06/18/03 00:00:00",2563,,"R",,,"HOSKINTWN NSW",149.4167,-35.366699,"AUS"
90505010,"11.12",,"AUS",,,,"M","N","50","05/31/66 00:00:00",2575,"2","R","AUS03-0021",,"PARKES NSW",148.26669,-33,"AUS"
90505011,"RR1492",,"BEL",,,,"A","N","50","07/04/67 00:00:00",,,"R",,,"HUMAIN",5.25,50.200001,"BEL"
90505012,"RR1492",,"BEL",,,,"A","N","50","07/04/67 00:00:00",,,"R",,,"HUMAIN 1",5.25,50.200001,"BEL"
90505013,"RR1492",,"BEL",,,,"A","N","50","07/04/67 00:00:00",,,"R",,,"HUMAIN 2",5.25,50.200001,"BEL"
90505014,"RR1492",,"CAN",,,,"A","N","50","11/08/65 00:00:00",,,"R",,,"L TRAVERSE ONT",-78.067001,45.950001,"CAN"
90505015,"RR1492",,"CAN",,,,"A","N","50","11/23/65 00:00:00",,,"R",,,"PENTICTON BC",-119.6167,49.3167,"CAN"
90505016,"RR1492",,"CAN",,,,"A","N","50","02/08/68 00:00:00",,,"R",,,"PENTICTON 1 BC",-119.6167,49.3167,"CAN"
90505017,"RR1492",,"CHN",,,,"A","N","50","04/20/79 00:00:00",,,"R",,,"BEIJING 4",116.4,39.866699,"CHN"
90505018,"RR1492",,"CHN",,,,"A","N","50","04/20/79 00:00:00",,,"R",,,"BEIJING 5",116.4,39.867001,"CHN"
90505019,"RR1492",,"CHN",,,,"A","N","50","04/20/79 00:00:00",,,"R",,,"SHANGHAI",121.433,31.200001,"CHN"
90505020,"RR1492",,"D",,,,"M","N","50","08/29/96 00:00:00",2333,"2","R",,,"EFFELSBERG",6.8829999,50.516998,"D"
90505021,"RR1492",,"F",,,,"M","N","50","07/10/94 00:00:00",2385,"2","R",,,"NANCAY",2.2,47.383301,"F"
90505022,"RR1492",,"F",,,,"A","N","50","12/13/65 00:00:00",,,"R",,,"NANCAY 1",2.2,47.382999,"F"
90505023,"RR1492",,"F",,,,"A","N","50","12/13/65 00:00:00",,,"R",,,"NANCAY 2",2.2,47.382999,"F"
90505024,"RR1492",,"G",,,,"A","N","50","11/29/71 00:00:00",,,"R",,,"CHILBOLTON HTS",-1.433,51.150002,"G"
90505025,"RR1492",,"G",,,,"A","N","50","02/25/66 00:00:00",,,"R",,,"DEFFORD",-2.1329999,52.083,"G"
90505026,"RR1492",,"G",,,,"M","N","50","02/20/95 00:00:00",2333,"2","R",,,"JODRELL BANK",-2.3,53.233299,"G"
90505027,"RR1492",,"G",,,,"A","N","50","02/25/66 00:00:00",,,"R",,,"MULLARD OBS",0.15000001,52.166698,"G"
90505028,"RR1492",,"G",,,,"A","N","50","02/25/66 00:00:00",,,"R",,,"WARDLE",-2.5829999,52.099998,"G"
90505029,"RR1492",,"GRC",,,,"A","N","50","01/11/74 00:00:00",,,"R",,,"PENTELI",23.75,38.049999,"GRC"
90505030,"RR1492",,"HOL",,,,"A","N","50","06/26/67 00:00:00",,,"R",,,"DWINGELOO",6.3829999,52.817001,"HOL"
90505031,"RR1492",,"HOL",,,,"A","N","50","01/01/61 00:00:00",,,"R",,,"NEDERHORSTBERG",5.0830002,52.233002,"HOL"
90505032,"RR1492",,"I",,,,"A","N","50","03/18/87 00:00:00",,,"R",,,"BASOVIZZA",13.883,45.632999,"I"
90505033,"RR1492",,"I",,,,"A","N","50","10/07/64 00:00:00",,,"R",,,"MEDICINA",11.65,44.516998,"I"
90505034,"RR1492",,"IND",,,,"A","N","50","06/01/65 00:00:00",,,"R",,,"MUMBAI OBS",73.116997,19.167,"IND"
90505035,"RR1492",,"IND",,,,"A","N","50","06/30/68 00:00:00",,,"R",,,"OOTAKAMUND",76.667,11.383,"IND"
90505036,"RR1492",,"J",,,,"A","N","50","01/10/86 00:00:00",,,"R",,,"FUJI",138.617,35.432999,"J"
90505037,"11.12",,"J",,,,"M","N","50","03/07/03 00:00:00",2516,"2","R",,,"NOBEYAMA",138.4731,35.944698,"J"
90505038,"RR1492",,"J",,,,"A","N","50","01/10/86 00:00:00",,,"R",,,"SUGADAIRA",138.317,36.516998,"J"
90505039,"RR1492",,"J",,,,"A","N","50","01/10/86 00:00:00",,,"R",,,"TOYOKAWA",137.367,34.833,"J"
90505040,"RR1492",,"KAZ",,,,"A","N","50","01/01/77 00:00:00",,,"R",,,"ALMA ATA",76.949997,43.266998,"KAZ"
90505041,"RR1492",,"KOR",,,,"A","N","50","04/01/87 00:00:00",,,"R",,,"DAEDUK RADIO AST OBS",127.367,36.700001,"KOR"
90505042,"RR1492",,"LVA",,,,"A","N","50","01/01/73 00:00:00",,,"R",,,"RIGA",24.117001,56.966999,"LVA"
90505043,"RR1492",,"NOR",,,,"A","N","50","02/01/66 00:00:00",,,"R",,,"HARESTUA",10.75,60.216999,"NOR"
90505044,"RR1492",,"NOR",,,,"A","N","50","02/01/54 00:00:00",,,"R",,,"HARESTUA OBS",10.75,60.216999,"NOR"
90505045,"RR1492",,"USA",,,,"A","N","50","01/01/67 00:00:00",,,"R",,,"QUEZON CITY",121.083,14.633,"PHL"
90505047,"RR1492",,"POL",,,,"A","N","50","05/08/63 00:00:00",,,"R",,,"PIWNICE 1",18.549999,53.083,"POL"
90505048,"11.12",,"USA",,,,"M","N","50","06/06/03 00:00:00",2519,"2","R",,,"ARECIBO",-66.75,18.35,"PTR"
90505049,"RR1492",,"RUS",,,,"A","N","50","12/31/92 00:00:00",,,"R",,,"BADARI",104.233,52.333,"RUS"
90505050,"RR1492",,"RUS",,,,"A","N","50","01/01/64 00:00:00",,,"R",,,"FIAN PUSCHINO",37.667,54.833,"RUS"
90505051,"RR1492",,"RUS",,,,"A","N","50","01/01/67 00:00:00",,,"R",,,"IPFAN ZIMENKY",43.950001,56.299999,"RUS"
90505052,"RR1492",,"RUS",,,,"A","N","50","01/01/62 00:00:00",,,"R",,,"NIRFI ZIMENKY",43.950001,56.299999,"RUS"
90505053,"RR1492",,"RUS",,,,"A","N","50","11/19/91 00:00:00",,,"R",,,"PETROPAVLOVSK KAM",158,53,"RUS"
90505054,"RR1492",,"RUS",,,,"A","N","50","01/01/77 00:00:00",,,"R",,,"SAO ZELENCHUKSKAYA",41.567001,43.817001,"RUS"
90505055,"RR1492",,"RUS",,,,"A","N","50","11/19/91 00:00:00",,,"R",,,"SVETLOE",30.132999,61.083,"RUS"
90505056,"RR1492",,"RUS",,,,"A","N","50","11/19/91 00:00:00",,,"R",,,"ZELENCHUKSKAYA",41.5667,43.8167,"RUS"
90505057,"RR1492",,"S",,,,"A","N","50","06/01/60 00:00:00",,,"R",,,"KIRUNA",20.417,67.833,"S"
90505059,"RR1492",,"TKM",,,,"A","N","50","01/01/77 00:00:00",,,"R",,,"ASHKHABAD",58.400002,37.950001,"TKM"
90505060,"RR1492",,"TKM",,,,"A","N","50","11/19/91 00:00:00",,,"R",,,"FIRYUZA",58.233002,38,"TKM"
90505061,"RR1492",,"UKR",,,,"A","N","50","01/01/66 00:00:00",,,"R",,,"KAO SIMEIZ",34.016998,44.400002,"UKR"
90505062,"RR1492",,"UKR",,,,"A","N","50","01/01/70 00:00:00",,,"R",,,"KHARKOV",36.283001,50,"UKR"
90505063,"RR1492",,"UKR",,,,"A","N","50","01/01/80 00:00:00",,,"R",,,"ODESSA",30.75,46.466999,"UKR"
90505064,"RR1492",,"UKR",,,,"A","N","50","11/19/91 00:00:00",,,"R",,,"TSARICHANKA",30.299999,46.799999,"UKR"
90505065,"11.12",,"USA",,,,"M","N","50","06/06/03 00:00:00",2523,"2","R",,,"BIG PINE CAL 1",-118.15,37.283001,"USA"
90505066,"RR1492",,"USA",,,,"A","N","50","10/01/65 00:00:00",,,"R",,,"BOULDER COLO",-105.233,40.132999,"USA"
90505067,"RR1492",,"USA",,,,"A","N","50","10/01/67 00:00:00",,,"R",,,"CEDAR RPS IOWA",-91.75,42.083,"USA"
90505068,"RR1492",,"USA",,,,"A","N","50","06/01/63 00:00:00",,,"R",,,"DANVILLE ILL",-87.550003,40.067001,"USA"
90505069,"RR1492",,"USA",,,,"A","N","50","01/01/62 00:00:00",,,"R",,,"DELAWARE OHIO",-83.032997,40.25,"USA"
90505070,"RR1492",,"USA",,,,"A","N","50","06/01/65 00:00:00",,,"R",,,"DERWOOD MD",-77.150002,39.117001,"USA"
90505071,"RR1492",,"USA",,,,"A","N","50","01/06/59 00:00:00",,,"R",,,"FT DAVIS TEX",-103.95,30.632999,"USA"
90505072,"RR1492",,"USA",,,,"A","N","50","07/01/64 00:00:00",,,"R",,,"GAINESVILLE FL",-82.800003,29.667,"USA"
90505073,"11.12",,"USA",,,,"M","N","50","06/06/03 00:00:00",2520,"2","R",,,"GREEN BANK",-79.833,38.432999,"USA"
90505074,"RR1492",,"USA",,,,"A","N","50","05/26/67 00:00:00",,,"R",,,"GREEN BANK 1 WVA",-79.833,38.432999,"USA"
90505075,"RR1492",,"USA",,,,"A","N","50","11/01/67 00:00:00",,,"R",,,"GREEN BANK 2 WVA",-79.833,38.432999,"USA"
90505076,"RR1492",,"USA",,,,"A","N","50","01/01/58 00:00:00",,,"R",,,"HAMILTON MASS",-70.817001,42.632999,"USA"
90505077,"RR1492",,"USA",,,,"A","N","50","01/01/64 00:00:00",,,"R",,,"HARVARD MASS",-71.550003,42.5,"USA"
90505078,"11.12",,"USA",,,,"M","N","50","06/06/03 00:00:00",2517,"2","R",,,"HAT CREEK CAL",-121.467,40.817001,"USA"
90505079,"RR1492",,"USA",,,,"A","N","50","09/01/63 00:00:00",,,"R",,,"HOUGHTON MICH",-88.550003,47.117001,"USA"
90505080,"RR1492",,"USA",,,,"A","N","50","11/01/58 00:00:00",,,"R",,,"MARYLANDPNT MD",-77.233002,38.367001,"USA"
90505081,"RR1492",,"USA",,,,"A","N","50","10/01/67 00:00:00",,,"R",,,"PIMA CO ARIZ",-111.617,31.950001,"USA"
90505082,"RR1492",,"USA",,,,"A","N","50","12/01/65 00:00:00",,,"R",,,"STANFORD CAL",-122.183,37.382999,"USA"
90505083,"RR1492",,"USA",,,,"A","N","50","09/01/65 00:00:00",,,"R",,,"TYNGSBORO MASS",-71.483002,42.617001,"USA"
90505084,"RR1492",,"USA",,,,"A","N","50","09/01/65 00:00:00",,,"R",,,"TYNGSBORO 1 MASS",-71.483002,42.617001,"USA"
90505085,"11.12",,"USA",,,,"M","N","50","06/06/03 00:00:00",2520,"2","R",,,"VERY LARGE ARRAY NM",-107.617,34.083,"USA"
90505086,"RR1492",,"USA",,,,"A","N","50","01/01/66 00:00:00",,,"R",,,"WASHINGTON DC",-77.016998,38.817001,"USA"
90910010,"RR1488",,"RUS",,"INTELSAT5 INDOC4",66,"M","N","50","06/08/93 00:00:00",2132,"2","S",,,"PETUSHKI 1",39.432999,55.983002,"RUS"
90915004,"RR1488",,"RUS",,"STATSIONAR-14",96.5,"A","N","50","07/09/86 00:00:00",,,"S",,,"NOVOSIBIRSK 1",82.917,55,"RUS"
90915005,"RR1488",,"RUS",,"STATSIONAR-16",145,"A","N","50","03/31/87 00:00:00",,,"S",,,"NOVOSIBIRSK 1",82.917,55,"RUS"
90915006,"RR1488",,"RUS",,"STATSIONAR-21",103,"A","N","50","12/18/87 00:00:00",,,"S",,,"NOVOSIBIRSK 1",82.917,55,"RUS"
90915007,"RR1488",,"RUS",,"STATSIONAR-6",90,"A","N","50","11/13/87 00:00:00",,,"S",,,"GUS KHRUSTALNYI 2",40.833,55.75,"RUS"
90915008,"RR1488",,"RUS",,"STATSIONAR-7",140,"A","N","50","11/13/87 00:00:00",,,"S",,,"NOVOSIBIRSK 1",82.917,55,"RUS"
90915009,"RR1488",,"USA",,"ATS-5",-105,"A","N","50","12/29/72 00:00:00",,,"S",,,"ROSMAN 1 NC",-82.866997,35.200001,"USA"
90915010,"RR1488",,"USA",,"ATS-5",-105,"A","N","50","12/29/72 00:00:00",,,"S",,,"ROSMAN 2 NC",-82.866997,35.200001,"USA"
90915016,"RR1488",,"RUS",,"STATSIONAR-15",128,"A","N","50","05/30/84 00:00:00",,,"S",,,"NOVOSIBIRSK 1",82.917,55,"RUS"
90915019,"RR1488",,"S",,"KIRUNA ROCKET",,"A","N","50","09/20/83 00:00:00",,,"S",,,"KIRUNA 2",21.083,67.883003,"S"
90915032,"RR1488",,"USA",,"IMP-J",,"A","N","50","10/01/83 00:00:00",,,"S",,,"FAIRBANKS 1",-147.517,64.983002,"ALS"
90915033,"RR1488",,"USA",,"IMP-J",,"A","N","50","10/01/83 00:00:00",,,"S",,,"ROSMAN 1 NC",-82.866997,35.200001,"USA"
90915034,"RR1488",,"IND",,"IRS-1B",,"A","N","50","02/22/88 00:00:00",,,"S",,,"HYDERABAD 2",78.182999,17.017,"IND"
90915043,"RR1488",,"IND",,"SEO BHASKARA-2",,"A","N","50","05/25/83 00:00:00",,,"S",,,"AHMEDABAD",72.383003,23.200001,"IND"
90915044,"RR1488",,"IND",,"SEO BHASKARA-2",,"A","N","50","05/25/83 00:00:00",,,"S",,,"CARNICOBAR-1",92.800003,9.1499996,"IND"
90915045,"RR1488",,"IND",,"SEO BHASKARA-2",,"A","N","50","05/25/83 00:00:00",,,"S",,,"SRIHARIKOTA",80.199997,13.683,"IND"
90915046,"RR1488",,"IND",,"SEO BHASKARA-2",,"A","N","50","05/25/83 00:00:00",,,"S",,,"TRIVANDRUM-1",76.866997,8.5500002,"IND"
