ntc_id,prov,plan_id,adm,ntwk_org,sat_name,long_nom,act_code,ntf_rsn,st_cur,d_rcv,wic_no,wic_part,ntc_type,adm_ref_id,tgt_ntc_id,stn_name,long_dec,lat_dec,ctry
79540002,"9.1/IA",,"USA",,"TDRS WEST",-171,"M","A","50","10/21/09 00:00:00",2678,,"G",,,,,,
79540006,"9.1/IA",,"USA",,"TDRS EAST",-41,"M","A","50","10/21/09 00:00:00",2678,,"G",,,,,,
85540023,"9.1/IA",,"USA",,"TDRS-C2",-79,"M","A","50","10/21/09 00:00:00",2678,,"G",,,,,,
87500010,"RR1488",,"IND",,"SROSS-1",,"A","N","50","09/08/87 00:00:00",1944,"2","N",,,,,,
88540037,"9.1/IA",,"USA",,"TDRS 62W",-62,"M","A","50","10/21/09 00:00:00",2678,,"G",,,,,,
89540036,"9.1/IA",,"USA",,"TDRS 174W",-174,"M","A","50","10/21/09 00:00:00",2678,,"G",,,,,,
89540052,"9.1/IA",,"USA",,"TDRS 46W",-46,"M","A","50","10/21/09 00:00:00",2678,,"G",,,,,,
90500001,"11.2",,"INS",,"PALAPA-B3",118,"M","N","50","04/30/13 00:00:00",2865,"2","G",,,,,,
90500007,"RR1488",,"CHN",,"STW-1",125,"M","N","50","01/18/96 00:00:00",2256,"2","G",,,,,,
90500037,"11.2",,"INS",,"PALAPA-B1",108,"M","N","50","06/13/11 00:00:00",2890,"2","G",,,,,,
90500039,"11.2",,"INS",,"PALAPA-B2",113,"M","N","50","04/09/96 00:00:00",2258,"2","G",,,,,,
90500052,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"BANDA ACEH",95.317001,5.5500002,"INS"
90500053,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"BHAYANGKARA",140.717,-2.533,"INS"
90500054,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"DENDENGAN DALAM",124.85,1.483,"INS"
90500055,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"GUNUNG BELAH",117.517,3.3499999,"INS"
90500056,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"JAKARTA",106.933,-6.4499998,"INS"
90500057,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"OEBOBO",123.6,-10.3,"INS"
90500058,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"PONTIANAK",109.3,-0.017000001,"INS"
90500059,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"RACE TRACK",140.383,-8.4829998,"INS"
90500060,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"SEKUPANG",103.933,1.117,"INS"
90500061,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"SIDODADI",117.15,-0.40000001,"INS"
90500062,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"SURABAYA",112.633,-7.6830001,"INS"
90500063,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"TANJUNGBALAI KARIMUN",103.2,1,"INS"
90500064,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"TAREMPA",106.217,3.217,"INS"
90500065,"RR1488",,"INS",,"PALAPA-B3",118,"A","N","50","12/11/90 00:00:00",,,"S",,,"TEMBUNG",98.717003,3.5999999,"INS"
90500066,"RR1488",,"J",,"JCSAT-1",150,"M","N","50","09/25/03 00:00:00",2510,"2","G",,,,,,
90500067,"RR1488",,"USA",,"USGCSS PH3 W PAC",175,"M","N","50","10/01/93 00:00:00",2905,"2","G",,,,,,
90500092,"11.2",,"ARS","ARB","ARABSAT 1-B",26,"M","N","50","02/13/07 00:00:00",2760,"2","G",,,,,,
90500132,"11.2",,"RUS",,"CSDRN",95,"M","N","50","02/21/97 00:00:00",2686,"1","G",,,,,,
90500133,"11.2",,"RUS",,"ESDRN",-160,"M","N","50","04/15/16 00:00:00",2901,"1","G",,,,,,
90500134,"11.2",,"RUS",,"WSDRN",-16,"M","N","50","02/21/97 00:00:00",2686,"1","G",,,,,,
90500196,"11.2",,"RUS",,"STATSIONAR-22",1,"M","N","50","12/19/08 00:00:00",2740,"2","G","REG080522",,,,,
90500199,"11.2",,"RUS",,"STATSIONAR-24",49,"M","N","50","08/28/08 00:00:00",2714,"2","G","REG070509",,,,,
90500216,"11.2",,"RUS",,"STATSIONAR-15",128,"M","N","50","03/03/04 00:00:00",2740,"2","G","REG0030",,,,,
90500220,"RR1488",,"RUS",,"STATSIONAR-21",103,"M","N","50","06/21/05 00:00:00",2778,"2","G",,,,,,
90500242,"11.2",,"J",,"JCSAT-2",154,"M","N","50","09/25/03 00:00:00",2510,"2","G",,,,,,
90500245,"9.6",,"RUS",,"STATSIONAR-20",70,"M","C","50","12/17/09 00:00:00",2667,,"G",,,,,,
90500256,"11.2",,"RUS",,"STATSIONAR-20",70,"M","N","50","03/18/15 00:00:00",2857,"2","G",,,,,,
90500264,"RR1488",,"USA",,"FLTSATCOM W PAC",172,,"N","50","12/31/90 00:00:00",2892,,"G",,,,,,
90500266,"RR1488",,"USA",,"FLTSATCOM E PAC",-100,,"N","50","12/31/90 00:00:00",2892,,"G",,,,,,
90500287,"RR1488",,"RUS",,"LOUTCH-3",90,"M","N","50","04/08/05 00:00:00",2795,"2","G",,,,,,
90500361,"RR1488",,"USA",,"GOES EAST",-75,,"N","50","12/31/90 00:00:00",,,"G",,,,,,
90500373,"11.2",,"J",,"SUPERBIRD-A",158,"M","N","50","02/18/13 00:00:00",2802,"1","G",,,,,,
90500376,"11.2",,"J",,"SUPERBIRD-B",162,"M","N","50","10/15/07 00:00:00",2896,"2","G",,,,,,
90500382,"RR1488",,"RUS",,"GALS-1",-26.5,"M","N","50","03/15/05 00:00:00",2654,"2","G",,,,,,
90500383,"9.6",,"RUS",,"GALS-10",128,"M","C","50","12/23/14 00:00:00",2856,,"G",,,,,,
90500385,"11.2",,"RUS",,"GALS-10",128,"M","N","50","11/21/19 00:00:00",2922,"2","G",,,,,,
90500393,"RR1488",,"RUS",,"GALS-2",45,"M","N","50","03/15/05 00:00:00",2654,"2","G",,,,,,
90500394,"11.2",,"RUS",,"GALS-3",85,"M","N","50","05/05/17 00:00:00",2871,"2","G",,,,,,
90500395,"RR1488",,"RUS",,"GALS-4",-170,"M","N","50","03/15/05 00:00:00",2654,"2","G",,,,,,
90500397,"RR1488",,"RUS",,"GALS-5",130,"M","N","50","03/15/05 00:00:00",2654,"2","G",,,,,,
90500399,"RR1488",,"RUS",,"GALS-6",35,"M","N","50","03/15/05 00:00:00",2654,"2","G",,,,,,
90500404,"RR1488",,"RUS",,"GALS-9",-25,"M","N","50","01/25/95 00:00:00",2740,"2","G",,,,,,
90500475,"RR1488",,"RUS",,"STATSIONAR-1",80,"A","N","50","12/31/90 00:00:00",,,"G",,,,,,
90500477,"11.2",,"RUS",,"STATSIONAR-10",-170,"M","N","50","08/16/05 00:00:00",2740,"2","G","REG080515",,,,,
90500482,"RR1488",,"RUS",,"STATSIONAR-6",90,"M","N","50","04/08/05 00:00:00",2795,"2","G",,,,,,
90500484,"11.2",,"RUS",,"STATSIONAR-8",-25,"M","N","50","08/16/05 00:00:00",2740,"2","G","REG080512",,,,,
90500496,"11.2",,"RUS",,"STATSIONAR-2",35,"M","N","50","07/22/08 00:00:00",2740,"2","G","REG080510",,,,,
90500501,"11.2",,"RUS",,"STATSIONAR-3",85,"M","N","50","08/05/05 00:00:00",2740,"2","G","REG080511",,,,,
90500507,"11.2",,"RUS",,"STATSIONAR-9",45,"M","N","50","04/29/08 00:00:00",2778,"2","G","REG080513",,,,,
90500528,"RR1488",,"RUS",,"PROGNOZ-2",12,,"N","50","08/02/84 00:00:00",,,"G",,,,,,
90500529,"RR1488",,"RUS",,"PROGNOZ-3",35,,"N","50","08/02/84 00:00:00",,,"G",,,,,,
90500530,"11.2",,"RUS",,"PROGNOZ-4",80,"M","N","50","03/21/02 00:00:00",2518,"2","G","REG0035",,,,,
90500531,"RR1488",,"RUS",,"PROGNOZ-1",-24,,"N","50","08/02/84 00:00:00",2856,,"G",,,,,,
90500541,"RR1488",,"S","NOT","TELE-X",5,"M","N","50","12/10/96 00:00:00",2662,,"G",,,,,,
90500546,"RR1488",,"RUS",,"TOR-3",45,"M","N","50","03/08/93 00:00:00",2655,"2","G",,,,,,
90500547,"RR1488",,"RUS",,"TOR-4",85,"M","N","50","03/08/93 00:00:00",2655,"2","G",,,,,,
90500548,"RR1488",,"RUS",,"TOR-5",-170,"M","N","50","03/08/93 00:00:00",2655,"2","G",,,,,,
90500585,"11.2",,"RUS",,"VOLNA-2",-14,"M","N","50","06/29/18 00:00:00",2890,"2","G",,,,,,
90500586,"RR1488",,"RUS",,"VOLNA-4",53,"A","N","50","12/31/90 00:00:00",,,"G",,,,,,
90500587,"RR1488",,"RUS",,"VOLNA-6",140,"A","N","50","12/31/90 00:00:00",,,"G",,,,,,
90500588,"RR1488",,"IND",,"INSAT-1B",74,,"N","50","12/31/90 00:00:00",2935,,"G",,,,,,
90500592,"11.2",,"RUS",,"POTOK-2",80,"M","N","50","10/25/06 00:00:00",2583,"2","G",,,,,,
90500593,"RR1488",,"RUS",,"POTOK-1",-13.5,"M","N","50","02/21/97 00:00:00",2610,"2","G",,,,,,
90500594,"RR1488",,"RUS",,"POTOK-3",-168,"M","N","50","02/21/97 00:00:00",2610,"2","G",,,,,,
90500631,"11.2",,"F","EUT","EUTELSAT 1-3",7,"M","N","50","04/19/96 00:00:00",2702,"1","G",,,,,,
90500641,"11.2",,"USA",,"TDRS 174W",-174,"M","N","50","04/14/16 00:00:00",2914,"1","G","NS-1308",,,,,
90500646,"11.2",,"USA",,"TDRS EAST",-41,"M","N","50","04/14/16 00:00:00",2885,"1","G","NS-1314",,,,,
90500647,"11.2",,"USA",,"TDRS WEST",-171,"M","N","50","04/14/16 00:00:00",2885,"1","G","NS-1315",,,,,
90500677,"RR1488",,"USA",,"INTELSAT5 PAC3",180,"M","N","50","01/18/96 00:00:00",2713,"2","G",,,,,,
90500682,"11.2",,"LUX",,"GDL-6",19.200001,"M","N","50","09/04/07 00:00:00",2763,"1","G",,,,,,
90500793,"RR1488",,"USA",,"INTELSAT6 332.5E",-27.5,"M","N","50","12/06/05 00:00:00",2872,"2","G",,,,,,
90500795,"RR1488",,"USA",,"INTELSAT6 335.5E",-24.5,"M","N","50","12/06/05 00:00:00",2872,"2","G",,,,,,
90500822,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"ADELAIDE",138.571,-34.863998,"AUS"
90500823,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"BRISBANE QLD",153.13,-27.556,"AUS"
90500824,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"CANBERRA",149.14101,-35.213001,"AUS"
90500825,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"DARWIN NT",130.979,-12.479,"AUS"
90500826,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"HOBART",147.3,-42.881001,"AUS"
90500827,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"MELBOURNE",145.15401,-37.860001,"AUS"
90500828,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"PERTH WA",115.937,-31.882,"AUS"
90500829,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"SYDNEY NSW",151.20799,-33.719002,"AUS"
90500830,"RR1488",,"AUS",,"AUSSAT A 164E",164,,"N","50","06/28/91 00:00:00",,,"S",,,"SYDNEY NSW 1",151.216,-33.719002,"AUS"
90500832,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ALTA FLORESTA",-55.970001,-9.9200001,"B"
90500833,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ALTAMIRA",-52.209999,-3.21,"B"
90500834,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"AMAPA",-50.790001,2.05,"B"
90500835,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ARACAJU RGT",-37.099998,-10.917,"B"
90500836,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ARACAJU RTB",-37.099998,-10.917,"B"
90500837,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ARAGUAINA RGT",-48.169998,-7.1700001,"B"
90500838,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ARIPUANA",-61.299999,-8.8299999,"B"
90500839,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BALSAS",-46.040001,-7.5300002,"B"
90500841,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BARCELOS",-62.950001,-0.98000002,"B"
90500842,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BAURU RGT",-49.099998,-22.299999,"B"
90500843,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BELEM",-48.43,-1.11,"B"
90500844,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BELEM RGT",-48.5,-1.4,"B"
90500845,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BELEM RTB",-48.5,-1.4,"B"
90500846,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BELO HORIZONTE RGT",-44,-19.9,"B"
90500847,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BELO HORIZONTE RTB",-44,-19.9,"B"
90500848,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BOA VISTA",-60.669998,2.8399999,"B"
90500849,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BOCA DO ACRE",-67.480003,-8.7700005,"B"
90500850,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BOM JESUS",-44.349998,-9.0699997,"B"
90500851,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BORBA",-59.619999,-4.5100002,"B"
90500852,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BRASILIA",-47.900002,-15.8,"B"
90500853,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BRASILIA RGT",-47.900002,-15.8,"B"
90500854,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"BREJO",-42.799999,-3.6800001,"B"
90500855,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CABIXI",-60.919998,-13.36,"B"
90500856,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CAMPINAS ITAU",-47.061001,-22.917,"B"
90500857,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CAMPO GRANDE",-54.589001,-20.424,"B"
90500858,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CAMPO GRANDE RGT",-54.619999,-20.450001,"B"
90500859,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CAMPOS RGT",-41.299999,-21.700001,"B"
90500860,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CANARANA",-52.347,-13.504,"B"
90500861,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CARAUARI",-66.940002,-4.8800001,"B"
90500862,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CARREIRO",-59.77,-3.2,"B"
90500864,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CASCAVEL RTB",-53.5,-24.9,"B"
90500865,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"COARI",-63.139999,-4.0900002,"B"
90500866,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CODAJAS",-61.959999,-3.9200001,"B"
90500867,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"COLIDER",-54,-10.67,"B"
90500868,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CORRENTE",-45.169998,-10.43,"B"
90500869,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CORUMBA",-57.580002,-19,"B"
90500870,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CORUMBA RGT",-57.580002,-19,"B"
90500871,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"COSTA MARQUES",-64.233002,-12.433,"B"
90500872,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CRICIUMA RTB",-53.799999,-29.700001,"B"
90500873,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CRUZEIRO DO SUL",-72.667999,-7.6290002,"B"
90500874,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CUIABA RGT",-56.099998,-15.7,"B"
90500875,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CURITIBA RGT",-49.18,-25.24,"B"
90500876,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"CURITIBA RTB",-49.299999,-25.4,"B"
90500877,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"DOIS IRMAOS",-49.080002,-9.2700005,"B"
90500879,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"DOURADOS RTB",-54.799999,-22.200001,"B"
90500880,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"EIRUNEPE",-69.879997,-6.6500001,"B"
90500881,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"FERNANDO DE NORONHA",-32.400002,-3.8499999,"B"
90500882,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"FLORIANOPOLIS RGT",-48.529999,-27.58,"B"
90500883,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"FLORIANOPOLIS RTB",-48.18,-27.59,"B"
90500884,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"FONTE BOA",-66.032997,-2.5829999,"B"
90500885,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"FORTALEZA RGT",-38.5,-3.8,"B"
90500886,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"FORTALEZA RTB",-38.5,-3.8,"B"
90500887,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"GOIANIA RGT",-49.299999,-16.700001,"B"
90500888,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"GOIANIA RTB",-49.299999,-16.700001,"B"
90500889,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"GOIATINS",-47.32,-7.6999998,"B"
90500890,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"GUAJARA MIRIM",-65.265999,-10.736,"B"
90500891,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"GUARATIBA",-43.603001,-23,"B"
90500892,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"GURUPI RGT",-49.07,-11.68,"B"
90500893,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"HUMAITA",-63.060001,-7.5100002,"B"
90500894,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ITACAJA",-47.77,-8.3199997,"B"
90500895,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ITACOATIARA",-58.43,-3.1300001,"B"
90500896,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"ITAITUBA",-55.990002,-4.27,"B"
90500897,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"JUARA",-57.439999,-11.22,"B"
90500898,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"JUINA",-59.360001,-13.89,"B"
90500899,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"JUIZ DE FORA RGT",-43.360001,-21.76,"B"
90500900,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"LABREA",-64.769997,-7.27,"B"
90500902,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"LONDRINA RGT",-51.099998,-23.299999,"B"
90500903,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"LONDRINA RTB",-51.099998,-23.299999,"B"
90500904,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"MACAPA",-51.049999,0.050000001,"B"
90500905,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"MACEIO RGT",-35.700001,-9.6000004,"B"
90500906,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"MANACAPURU",-60.630001,-3.26,"B"
90500907,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"MANAUS",-59.889999,-3.1099999,"B"
90500908,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"MANAUS RGT",-60.029999,-3.0999999,"B"
90500909,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"MANICORE",-61.27,-5.8699999,"B"
90500910,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"MAUES",-57.720001,-3.4000001,"B"
90500911,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"NATIVIDADE",-47.799999,-11.65,"B"
90500914,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"NOVA OLINDA DO NORTE",-59.029999,-3.78,"B"
90500915,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"NOVO ACORDO",-47.75,-10.03,"B"
90500916,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"NOVO ARIPUANA",-60.369999,-5.3699999,"B"
90500917,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"OIAPOQUE",-51.830002,3.8499999,"B"
90500918,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PARANA",-47.77,-12.57,"B"
90500919,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PARANATINGA",-53.98,-14.34,"B"
90500920,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PONTA GROSSA RTB",-50.099998,-25.1,"B"
90500921,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PONTE ALTA DO NORTE",-47.549999,-10.75,"B"
90500923,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PORTO ALEGRE RGT",-51.200001,-30,"B"
90500924,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PORTO ALEGRE RTB",-51.200001,-30,"B"
90500926,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PORTO MURTINHO",-57.855999,-21.669001,"B"
90500927,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PORTO VELHO",-63.909,-8.7629995,"B"
90500928,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"PRESID PRUDENTE RTB",-51.5,-22.1,"B"
90500929,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"RECIFE",-34.900002,-8.1000004,"B"
90500930,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"RECIFE RGT",-34.900002,-8.1000004,"B"
90500931,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"RECIFE RTB",-34.900002,-8.1000004,"B"
90500932,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"RIO BRANCO",-67.82,-9.96,"B"
90500933,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"RIO DE JANEIRO RTB",-43.200001,-22.9,"B"
90500934,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"S ANTONIO DO ICA",-67.949997,-3.8299999,"B"
90500935,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"S BERNARDO",-42.419998,-3.3800001,"B"
90500936,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"S FELIX DO ARAGUAIA",-50.68,-11.6,"B"
90500937,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"S G CACHOEIRA",-67.059998,-0.11,"B"
90500938,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"S JOAO DOS PATOS",-54.59,-8,"B"
90500939,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"S LUIS RGT",-44.299999,-2,"B"
90500940,"RR1488",,"B",,"SBTS A1",-70,,"N","50","11/13/84 00:00:00",,,"S",,,"S LUIS RTB",-44.299999,-2,"B"
