grp_id,ctry
113698746,"XR1"
113698747,"XR1"
113698748,"XR1"
113698749,"XR1"
113698755,"XR3"
113698756,"XR3"
113698757,"XR3"
113698758,"XR3"
113698759,"XR3"
113698760,"XR2"
113698761,"XR2"
113698762,"XR2"
113698763,"XR2"
113698764,"XR2"
113698775,"XR1"
113698777,"XR1"
113698779,"XR1"
113698785,"XR3"
113698786,"XR3"
113698787,"XR3"
113698788,"XR3"
113698789,"XR3"
113698790,"XR2"
113698791,"XR2"
113698792,"XR2"
113698793,"XR2"
113698794,"XR2"
113698805,"XR1"
113698806,"XR1"
113698807,"XR1"
113698808,"XR1"
113698809,"XR1"
113698815,"XR3"
113698816,"XR3"
113698817,"XR3"
113698818,"XR3"
113698819,"XR3"
113698820,"XR2"
113698821,"XR2"
113698822,"XR2"
113698823,"XR2"
113698824,"XR2"
113698830,"XAX"
113698831,"XAX"
113698833,"XAX"
113698834,"XAX"
113698835,"XAX"
113698836,"XAX"
113698837,"XAX"
113698838,"XAX"
113698839,"XAX"
113698840,"XAX"
113698841,"XAX"
113698842,"XAX"
113698843,"XAX"
113698844,"XAX"
113698845,"XAX"
113698846,"XAX"
113698901,"AUS"
113698901,"E"
113698901,"USA"
113698902,"AUS"
113698902,"E"
113698902,"USA"
113698903,"AUS"
113698903,"E"
113698903,"USA"
113700809,"ARS"
113700810,"ARS"
113700811,"ARS"
113700812,"ARS"
113700813,"ARS"
113700814,"ARS"
113700816,"ARS"
113700817,"ARS"
113700818,"ARS"
113700819,"ARS"
113700820,"ARS"
113700821,"ARS"
113700822,"ARS"
113700823,"ARS"
113700824,"ARS"
113700826,"ARS"
113700827,"ARS"
113700828,"ARS"
113700829,"ARS"
113700830,"ARS"
113700831,"ARS"
113700832,"ARS"
113700833,"ARS"
113700834,"ARS"
113702355,"KOR"
113702356,"KOR"
113702357,"KOR"
113702585,"XAA"
113702586,"XAA"
113702587,"XAA"
113702588,"XAA"
113702589,"XAA"
113702590,"XAA"
113702591,"XAA"
113702592,"XAA"
113702593,"XAA"
113702594,"XAA"
113702595,"XAA"
113702596,"XAA"
113705769,"KOR"
113705771,"KOR"
113705877,"XAA"
113705878,"XAA"
113705879,"XAA"
113705880,"XAA"
113705881,"XAA"
113705882,"XAA"
113705883,"XAA"
113705884,"XAA"
113707080,"XAA"
113707081,"XAA"
113707082,"J"
113707083,"J"
113707194,"XAX"
113707523,"RUS"
113707524,"RUS"
113712264,"ALS"
113712264,"ATA"
113712264,"CAN"
113712264,"D"
113712264,"J"
113712264,"NOR"
113712264,"S"
113712265,"ALS"
113712265,"ATA"
113712265,"CAN"
113712265,"D"
113712265,"J"
113712265,"NOR"
113712265,"S"
113712266,"ALS"
113712266,"ATA"
113712266,"CAN"
113712266,"D"
113712266,"J"
113712266,"NOR"
113712266,"S"
113712267,"ALS"
113712267,"ATA"
113712267,"CAN"
113712267,"D"
113712267,"J"
113712267,"NOR"
113712267,"S"
113714050,"CAN"
113714051,"CAN"
113714052,"CAN"
113714052,"E"
113714052,"NOR"
113714052,"S"
113714053,"ALS"
113714053,"CAN"
113714053,"E"
113714053,"NOR"
113714053,"S"
113714053,"VTN"
113714054,"CAN"
113714054,"E"
113714054,"NOR"
113714054,"S"
113714055,"ALS"
113714055,"CAN"
113714055,"E"
113714055,"NOR"
113714055,"S"
113714055,"VTN"
113714056,"CAN"
113714056,"E"
113714056,"NOR"
113714056,"S"
113714057,"CAN"
113714057,"E"
113714057,"NOR"
113714057,"S"
113714240,"XAX"
113714241,"XAX"
113714242,"XAX"
113714243,"XAX"
113714244,"XAX"
113714245,"XAX"
113714246,"XAX"
113714247,"XAX"
113714248,"XAX"
113714249,"XAX"
113714250,"XAX"
113714251,"XAX"
113714252,"XAX"
113714253,"XAX"
113714254,"XAX"
113714255,"XAX"
113714256,"XAX"
113714257,"XAX"
113714258,"XAX"
113714259,"XAX"
113714260,"XAX"
113714261,"XAX"
113714262,"XAX"
113714263,"XAX"
113714264,"XAX"
113714265,"XAX"
113714266,"XAX"
113714267,"XAX"
113714268,"XAX"
113714269,"XAX"
113714271,"XAA"
113714272,"IND"
113714445,"XAA"
113714446,"XAA"
113714447,"XAA"
113714448,"XAA"
113714449,"XAA"
113714450,"XAA"
113714451,"XAA"
113714452,"XAA"
113714453,"XAA"
113714454,"XAA"
113714455,"RUS"
113714456,"XAA"
113714457,"RUS"
113714458,"XAA"
113714459,"XAA"
113714460,"RUS"
113714461,"RUS"
113714972,"XR1"
113714972,"XR2"
113714972,"XR3"
113714973,"XR1"
113714973,"XR2"
113714973,"XR3"
113716967,"XR1"
113716968,"XR1"
113719380,"USA"
113719556,"XAA"
113719557,"XAA"
113719565,"XAA"
113719566,"XAA"
113720389,"AUS"
113720389,"CHL"
113720389,"E"
113720389,"J"
113720389,"NOR"
113720389,"S"
113720389,"USA"
113722815,"CLN"
113722815,"SNG"
113722816,"CLN"
113722816,"SNG"
113725877,"CAN"
113725877,"G"
113725877,"USA"
113725878,"CAN"
113725878,"G"
113725878,"USA"
113725879,"CAN"
113725879,"G"
113725879,"USA"
113725880,"CAN"
113725880,"G"
113725880,"USA"
113725881,"CAN"
113725881,"G"
113725881,"USA"
113728655,"XR1"
113728656,"XR1"
113728657,"XR1"
113728658,"XR1"
113728659,"XR3"
113728660,"XR3"
113728661,"XR3"
113728662,"XR3"
113728663,"XR2"
113728664,"XR2"
113728665,"XR2"
113728666,"XR2"
113728667,"XR1"
113728668,"XR2"
113728669,"XR3"
113728670,"XR1"
113728671,"XR1"
113728672,"XR1"
113728673,"XR1"
113728674,"XR3"
113728675,"XR3"
113728676,"XR3"
113728677,"XR3"
113728678,"XR2"
113728679,"XR2"
113728680,"XR2"
113728681,"XR2"
113728682,"XR1"
113728683,"XR2"
113728684,"XR3"
113728685,"XR1"
113728686,"XR1"
113728687,"XR1"
113728688,"XR1"
113728689,"XR3"
113728690,"XR3"
113728691,"XR3"
113728692,"XR3"
113728693,"XR2"
113728694,"XR2"
113728695,"XR2"
113728696,"XR2"
113728697,"XR1"
113728698,"XR2"
113728699,"XR3"
113728700,"XR1"
113728701,"XR1"
113728702,"XR1"
113728703,"XR1"
113728704,"XR1"
113728705,"XR1"
113728706,"XR1"
113728707,"XR1"
113728708,"XR1"
113728709,"XR1"
113728710,"XR1"
113728711,"XR1"
113728712,"XR1"
113728713,"XR1"
113728714,"XR1"
113733813,"UKR"
113733814,"UKR"
113733815,"XAA"
113733816,"XAA"
113740632,"XAA"
113741743,"USA"
113741744,"USA"
114612537,"AFS"
114612537,"CAN"
114612537,"F"
114612537,"GUF"
114612537,"KER"
114612537,"S"
114612538,"AFS"
114612538,"CAN"
114612538,"F"
114612538,"GUF"
114612538,"KER"
114612538,"S"
114612656,"CHN"
114612657,"CHN"
114612658,"CHN"
114612659,"CHN"
114612660,"ATA"
114612660,"CHN"
114612661,"ATA"
114612661,"CHN"
114612799,"KAZ"
114612800,"KAZ"
114612801,"KAZ"
114613217,"CAN"
114613217,"DNK"
114613217,"E"
114613217,"G"
114613217,"GRL"
114613217,"I"
114613217,"ISL"
114613217,"NOR"
114613217,"POR"
114613217,"USA"
114613218,"CAN"
114613218,"DNK"
114613218,"E"
114613218,"G"
114613218,"GRL"
114613218,"I"
114613218,"ISL"
114613218,"NOR"
114613218,"POR"
114613218,"USA"
114613479,"IND"
114613479,"XAX"
114613480,"IND"
114613480,"XAX"
114613481,"IND"
114613481,"XAX"
114613482,"IND"
114613482,"XAX"
114613483,"IND"
114613483,"XAX"
114613484,"IND"
114613484,"XAX"
114613485,"IND"
114613485,"XAX"
114613486,"IND"
114613486,"XAX"
114613487,"IND"
114613487,"XAX"
114613488,"IND"
114613488,"XAX"
114613489,"IND"
114613489,"XAX"
114613490,"IND"
114613490,"XAX"
114613491,"IND"
114613491,"XAX"
114613492,"IND"
114613492,"XAX"
114613493,"IND"
114613493,"XAX"
114613494,"IND"
114613494,"XAX"
114613495,"IND"
114613495,"XAX"
114613496,"IND"
114613496,"XAX"
114613497,"IND"
114613497,"XAX"
114613498,"IND"
114613498,"XAX"
114614270,"J"
114614271,"J"
114614272,"J"
114614273,"J"
114614274,"J"
114614275,"AUS"
114614275,"CHL"
114614275,"E"
114614275,"J"
114614276,"J"
114614277,"J"
114614278,"J"
114614279,"J"
114614280,"J"
114614281,"AUS"
114614281,"CHL"
114614281,"E"
114614281,"J"
114614282,"AUS"
114614282,"CHL"
114614282,"E"
114614282,"J"
114614283,"AUS"
114614283,"CHL"
114614283,"E"
114614283,"J"
114614284,"AUS"
114614284,"CHL"
114614284,"E"
114614284,"J"
114614285,"AUS"
114614285,"CHL"
114614285,"E"
114614285,"J"
114614291,"ALS"
114614291,"NOR"
114614291,"USA"
114614292,"ALS"
114614292,"NOR"
114614292,"USA"
114614293,"ALS"
114614293,"NOR"
114614293,"USA"
114614326,"EGY"
114614327,"EGY"
114614328,"EGY"
114614329,"EGY"
114614330,"EGY"
114614331,"EGY"
114614332,"EGY"
114614333,"EGY"
114614376,"J"
114614376,"S"
114614377,"J"
114614377,"RUS"
114614377,"S"
114614377,"UKR"
114614377,"USA"
114614378,"J"
114614379,"J"
114614380,"J"
114614381,"XVE"
114617352,"XR2"
114617353,"RUS"
114617354,"RUS"
114617355,"XAA"
114617356,"RUS"
114617357,"RUS"
114618166,"GUF"
114618167,"AUS"
114618167,"GUF"
114618167,"NZL"
114618167,"POR"
114618168,"AUS"
114618168,"BER"
114618168,"CAN"
114618168,"GUF"
114618168,"IND"
114618168,"KOR"
114618168,"NOR"
114618168,"USA"
114618169,"AUS"
114618169,"F"
114618169,"GUF"
114618169,"POR"
114618170,"ASC"
114618170,"AUS"
114618170,"B"
114618170,"GAB"
114618170,"GUF"
114618170,"KEN"
114618231,"CHN"
114618232,"CHN"
114618232,"S"
114618233,"CHN"
114618233,"S"
114618283,"XVE"
114618284,"XVE"
114618287,"XAA"
114618288,"XAA"
114618291,"XAA"
114618292,"XAA"
114618295,"D"
114618296,"D"
114618297,"D"
114618571,"XAA"
114618572,"XAA"
114620550,"XAA"
114620551,"XAA"
114620877,"ARG"
114620877,"AUS"
114620877,"E"
114620877,"USA"
114620878,"ARG"
114620878,"AUS"
114620878,"E"
114620878,"USA"
114620880,"ARG"
114620880,"AUS"
114620880,"E"
114620880,"USA"
114620881,"ARG"
114620881,"AUS"
114620881,"E"
114620881,"USA"
114620882,"ARG"
114620882,"AUS"
114620882,"E"
114620882,"USA"
114620883,"ARG"
114620883,"AUS"
114620883,"E"
114620883,"USA"
114620884,"ARG"
114620884,"AUS"
114620884,"E"
114620884,"USA"
114620885,"ARG"
114620885,"AUS"
114620885,"E"
114620885,"USA"
114623282,"AFS"
114623282,"XAA"
114623283,"AFS"
114623283,"XAA"
114623284,"AFS"
114623284,"XAA"
114623285,"XAA"
114623286,"XAA"
114623287,"XAA"
114623288,"XAA"
114623289,"XAA"
114623290,"CHN"
114623290,"S"
114623291,"CHN"
114623291,"S"
114623292,"XAA"
114623293,"XAA"
114623294,"XAA"
114623295,"CHN"
114623295,"S"
114623296,"CHN"
114623296,"S"
114623307,"ARG"
114623307,"AUS"
114623307,"E"
114623307,"J"
114623307,"UKR"
114623307,"USA"
114623308,"ARG"
114623308,"AUS"
114623308,"E"
114623308,"J"
114623308,"UKR"
114623308,"USA"
114623309,"ARG"
114623309,"AUS"
114623309,"E"
114623309,"J"
114623309,"UKR"
114623309,"USA"
114623310,"ARG"
114623310,"AUS"
114623310,"E"
114623310,"J"
114623310,"UKR"
114623310,"USA"
114623311,"ARG"
114623311,"AUS"
114623311,"E"
114623311,"J"
114623311,"UKR"
114623311,"USA"
114623312,"ARG"
114623312,"AUS"
114623312,"E"
114623312,"J"
114623312,"UKR"
114623312,"USA"
114623313,"ARG"
114623313,"AUS"
114623313,"E"
114623313,"J"
114623313,"UKR"
114623313,"USA"
114623314,"ARG"
114623314,"AUS"
114623314,"E"
114623314,"J"
114623314,"UKR"
114623314,"USA"
114623315,"ARG"
114623315,"AUS"
114623315,"E"
114623315,"J"
114623315,"UKR"
114623315,"USA"
114623316,"ARG"
114623316,"AUS"
114623316,"E"
114623316,"J"
114623316,"UKR"
114623316,"USA"
114623317,"ARG"
114623317,"AUS"
114623317,"E"
114623317,"J"
114623317,"UKR"
114623317,"USA"
114623318,"ARG"
114623318,"AUS"
114623318,"E"
114623318,"J"
114623318,"UKR"
114623318,"USA"
114623319,"ARG"
114623319,"AUS"
114623319,"E"
114623319,"J"
114623319,"UKR"
114623319,"USA"
114623320,"ARG"
114623320,"AUS"
114623320,"E"
114623320,"J"
114623320,"UKR"
114623320,"USA"
114623321,"ARG"
114623321,"AUS"
114623321,"E"
114623321,"J"
114623321,"UKR"
114623321,"USA"
114623322,"ARG"
114623322,"AUS"
114623322,"E"
114623322,"J"
114623322,"UKR"
114623322,"USA"
114623323,"ARG"
114623323,"AUS"
114623323,"E"
114623323,"J"
114623323,"UKR"
114623323,"USA"
114623324,"ARG"
114623324,"AUS"
114623324,"E"
114623324,"J"
114623324,"UKR"
114623324,"USA"
114623325,"ARG"
114623325,"AUS"
114623325,"E"
114623325,"J"
114623325,"UKR"
114623325,"USA"
114623326,"ARG"
114623326,"AUS"
114623326,"E"
114623326,"J"
114623326,"UKR"
114623326,"USA"
114623327,"ARG"
114623327,"AUS"
114623327,"E"
114623327,"J"
114623327,"UKR"
114623327,"USA"
114623328,"ARG"
114623328,"AUS"
114623328,"E"
114623328,"J"
114623328,"UKR"
114623328,"USA"
114623329,"ARG"
114623329,"AUS"
114623329,"E"
114623329,"J"
114623329,"UKR"
114623329,"USA"
114623330,"ARG"
114623330,"AUS"
114623330,"E"
114623330,"J"
114623330,"UKR"
114623330,"USA"
114623331,"ARG"
114623331,"AUS"
114623331,"E"
114623331,"J"
114623331,"UKR"
114623331,"USA"
114623332,"ARG"
114623332,"AUS"
114623332,"E"
114623332,"J"
114623332,"UKR"
114623332,"USA"
114623333,"ARG"
114623333,"AUS"
114623333,"E"
114623333,"J"
114623333,"UKR"
114623333,"USA"
114628250,"J"
114628250,"NOR"
114628251,"J"
114628251,"NOR"
114628532,"XVE"
114628533,"XVE"
114629689,"XAA"
114630396,"DNK"
114630397,"DNK"
114630398,"DNK"
114630399,"DNK"
114633743,"I"
114633744,"I"
114633745,"I"
114633746,"D"
114633746,"I"
114633747,"I"
114635606,"AFS"
114635606,"CAN"
114635606,"F"
114635606,"GUF"
114635606,"KER"
114635606,"S"
114635606,"XVE"
114635607,"AFS"
114635607,"CAN"
114635607,"F"
114635607,"GUF"
114635607,"KER"
114635607,"S"
114635607,"XVE"
114635608,"F"
114635608,"XVE"
114637968,"IRN"
114637969,"IRN"
114637970,"IRN"
114638091,"XAA"
114638092,"XAA"
114638093,"XAA"
114638094,"XAA"
114638095,"XAA"
114643552,"XVE"
114643553,"XVE"
114643554,"DNK"
114643555,"DNK"
114646964,"F"
114646965,"F"
114646966,"E"
114646967,"E"
114646968,"E"
114647155,"I"
114647156,"I"
114647575,"XAA"
114647577,"ALS"
114647577,"ATA"
114647577,"NOR"
114647577,"USA"
114647593,"ALS"
114647593,"ATA"
114647593,"NOR"
114647593,"USA"
114647594,"XAA"
114647595,"ALS"
114647595,"ATA"
114647595,"NOR"
114647595,"USA"
114647601,"XAA"
114647602,"XAA"
114647603,"XAA"
114652558,"XAA"
114652559,"XAA"
114654757,"J"
114654758,"J"
114654759,"J"
114654760,"AUS"
114654760,"E"
114654760,"USA"
114654761,"AUS"
114654761,"E"
114654761,"USA"
114654762,"AUS"
114654763,"AUS"
114654764,"J"
114654765,"J"
114654766,"J"
114654767,"J"
114654768,"J"
114654769,"AUS"
114654769,"E"
114654769,"USA"
114654770,"AUS"
114654770,"E"
114654770,"USA"
114654771,"AUS"
114654772,"AUS"
114654773,"J"
114654774,"J"
114654775,"J"
114654776,"AUS"
114654776,"E"
114654776,"USA"
114654777,"AUS"
114654778,"J"
114654779,"J"
114654780,"AUS"
114654780,"E"
114654780,"USA"
114654781,"AUS"
114654782,"J"
114654783,"E"
114654784,"ARG"
114654785,"E"
114654786,"ARG"
114654787,"E"
114654788,"ARG"
114654789,"E"
114654790,"ARG"
114654791,"E"
114654792,"ARG"
114654793,"E"
114654794,"ARG"
114654795,"J"
114654796,"J"
114654797,"J"
114654798,"AUS"
114654798,"E"
114654798,"USA"
114654799,"AUS"
114654799,"E"
114654799,"USA"
114654800,"AUS"
114654801,"AUS"
114654802,"J"
114654803,"J"
114654804,"J"
114654805,"J"
114654806,"J"
114654807,"AUS"
114654807,"E"
114654807,"USA"
114654808,"AUS"
114654808,"E"
114654808,"USA"
114654809,"AUS"
114654810,"AUS"
114654811,"J"
114654812,"J"
114654813,"J"
114654814,"AUS"
114654814,"E"
114654814,"USA"
114654815,"AUS"
114654816,"J"
114654817,"J"
114654818,"AUS"
114654818,"E"
114654818,"USA"
114654819,"AUS"
114654820,"J"
114654821,"E"
114654822,"ARG"
114654823,"E"
114654824,"ARG"
114654825,"E"
114654826,"ARG"
114654827,"E"
114654828,"ARG"
114654829,"E"
114654830,"ARG"
114654831,"E"
114654832,"ARG"
114654833,"J"
114654834,"J"
114654835,"J"
114654836,"AUS"
114654836,"E"
114654836,"USA"
114654837,"AUS"
114654837,"E"
114654837,"USA"
114654838,"AUS"
114654839,"AUS"
114654840,"J"
114654841,"J"
114654842,"J"
114654843,"J"
114654844,"J"
114654845,"AUS"
114654845,"E"
114654845,"USA"
114654846,"AUS"
114654846,"E"
114654846,"USA"
114654847,"AUS"
114654848,"AUS"
114654849,"J"
114654850,"J"
114654851,"J"
114654852,"AUS"
114654852,"E"
114654852,"USA"
114654853,"AUS"
114654854,"J"
114654855,"J"
114654856,"AUS"
114654856,"E"
114654856,"USA"
114654857,"AUS"
114654858,"J"
114654859,"E"
114654860,"ARG"
114654861,"E"
114654862,"ARG"
114654863,"E"
114654864,"ARG"
114654865,"E"
114654866,"ARG"
114654867,"E"
114654868,"ARG"
114654869,"E"
114654870,"ARG"
114654871,"J"
114654872,"J"
114654873,"J"
114654874,"AUS"
114654874,"E"
114654874,"USA"
114654875,"AUS"
114654875,"E"
114654875,"USA"
114654876,"AUS"
114654877,"AUS"
114654878,"J"
114654879,"J"
114654880,"J"
114654881,"J"
114654882,"J"
114654883,"AUS"
114654883,"E"
114654883,"USA"
114654884,"AUS"
114654884,"E"
114654884,"USA"
114654885,"AUS"
114654886,"AUS"
114654887,"J"
114654888,"J"
114654889,"J"
114654890,"AUS"
114654890,"E"
114654890,"USA"
114654891,"AUS"
114654892,"J"
114654893,"J"
114654894,"AUS"
114654894,"E"
114654894,"USA"
114654895,"AUS"
114654896,"J"
114654897,"E"
114654898,"ARG"
114654899,"E"
114654900,"ARG"
114654901,"E"
114654902,"ARG"
114654903,"E"
114654904,"ARG"
114654905,"E"
114654906,"ARG"
114654907,"E"
114654908,"ARG"
114654909,"J"
114654910,"J"
114654911,"J"
114654912,"AUS"
114654912,"E"
114654912,"USA"
114654913,"AUS"
114654913,"E"
114654913,"USA"
114654914,"AUS"
114654915,"AUS"
114654916,"J"
114654917,"J"
114654918,"J"
114654919,"J"
114654920,"J"
114654921,"AUS"
114654921,"E"
114654921,"USA"
114654922,"AUS"
114654922,"E"
114654922,"USA"
114654923,"AUS"
114654924,"AUS"
114654925,"J"
114654926,"J"
114654927,"J"
114654928,"AUS"
114654928,"E"
114654928,"USA"
114654929,"AUS"
114654930,"J"
114654931,"J"
114654932,"AUS"
114654932,"E"
114654932,"USA"
114654933,"AUS"
114654934,"J"
114654935,"E"
114654936,"ARG"
114654937,"E"
114654938,"ARG"
114654939,"E"
114654940,"ARG"
114654941,"E"
114654942,"ARG"
114654943,"E"
114654944,"ARG"
114654945,"E"
114654946,"ARG"
114654947,"AUS"
114654947,"E"
114654947,"USA"
114654948,"AUS"
114654948,"E"
114654948,"USA"
114654949,"AUS"
114654950,"AUS"
114654951,"AUS"
114654951,"E"
114654951,"USA"
114654952,"AUS"
114654953,"E"
114654954,"ARG"
114654955,"E"
114654956,"ARG"
114654957,"E"
114654958,"ARG"
114654959,"J"
114654960,"J"
114654961,"AUS"
114654961,"E"
114654961,"USA"
114654962,"AUS"
114654963,"E"
114654964,"ARG"
114654965,"J"
114654966,"J"
114654967,"AUS"
114654967,"E"
114654967,"USA"
114654968,"AUS"
114654969,"E"
114654970,"ARG"
114654971,"J"
114654972,"J"
114654973,"AUS"
114654973,"E"
114654973,"USA"
114654974,"AUS"
114654975,"E"
114654976,"ARG"
114654977,"J"
114654978,"J"
114654979,"AUS"
114654979,"E"
114654979,"USA"
114654980,"AUS"
114654981,"E"
114654982,"ARG"
114660106,"KOR"
114660613,"CHL"
114660613,"USA"
114660614,"CHL"
114660614,"USA"
114660615,"AUS"
114660615,"E"
114660615,"USA"
114660616,"AUS"
114660616,"E"
114660616,"USA"
114660617,"AUS"
114660617,"E"
114660617,"USA"
114660618,"AUS"
114660618,"E"
114660618,"USA"
114660619,"AUS"
114660619,"E"
114660619,"USA"
114660620,"IND"
114660621,"IND"
114660622,"IND"
114660622,"XAA"
114661181,"IRN"
114661182,"IRN"
114661183,"IRN"
114661184,"IRN"
114661185,"CHN"
114661185,"G"
114661186,"CHN"
114661186,"G"
114661187,"CHN"
114661187,"G"
114661188,"CHN"
114661188,"G"
114661189,"CHN"
114661189,"G"
114661190,"G"
114661191,"G"
114661191,"XAA"
114661192,"CHN"
114661192,"G"
114661192,"XAA"
114661193,"G"
114661194,"G"
114661195,"G"
114661196,"G"
114661197,"SNG"
114661198,"SNG"
114661199,"SNG"
114661200,"SNG"
114663166,"USA"
114663167,"USA"
114663804,"XAA"
114663805,"XAA"
114663806,"XAA"
114663810,"XAA"
114663811,"XAA"
114663812,"XAA"
114663816,"XAA"
114663817,"XAA"
114663818,"XAA"
114663819,"XAA"
114663820,"XAA"
114663821,"XAA"
114663822,"XAA"
114663823,"XAA"
114663824,"XAA"
114663825,"XAA"
114663826,"XAA"
114663827,"XAA"
114663828,"XAA"
114663829,"XAA"
114663830,"XAA"
114663831,"XAA"
114663832,"XAA"
114663833,"XAA"
114663834,"XAA"
114663835,"XAA"
114663836,"XAA"
114663837,"XAA"
114663838,"XAA"
114663839,"XAA"
114664732,"G"
114664732,"NZL"
114664732,"USA"
114664733,"G"
114664733,"NZL"
114664733,"USA"
114664734,"G"
114664734,"NZL"
114664734,"USA"
114664735,"G"
114664735,"NZL"
114664735,"USA"
114664736,"G"
114664736,"NZL"
114664736,"USA"
114665244,"E"
114665245,"E"
114671273,"AUS"
114671273,"G"
114671273,"IND"
114671273,"PHL"
114671274,"AUS"
114671274,"G"
114671274,"IND"
114671274,"PHL"
114671275,"G"
114671276,"AUS"
114671276,"G"
114671276,"IND"
114671276,"PHL"
114671279,"XAA"
114671280,"XAA"
114671281,"XAA"
114671282,"XAA"
114671283,"XAA"
114671284,"XAA"
114671327,"XAA"
114671328,"XAA"
114671329,"XAA"
114671330,"XAA"
114671331,"XAA"
114671332,"XAA"
114671333,"XAA"
114671334,"XAA"
114671335,"XAA"
114671336,"XAA"
114671337,"XAA"
114671338,"XAA"
114693794,"XAA"
114693795,"XAA"
114694121,"DNK"
114694122,"DNK"
114694124,"XAA"
114694126,"XAA"
114694131,"ARG"
114694131,"AUS"
114694131,"CNR"
114694131,"E"
114694131,"GUF"
114694131,"RUS"
114694131,"USA"
114694132,"AUS"
114694132,"CNR"
114694132,"GUF"
114694133,"ARG"
114694133,"AUS"
114694133,"E"
114694133,"USA"
114694134,"AUS"
114694134,"CNR"
114694134,"GUF"
114694135,"ARG"
114694135,"AUS"
114694135,"E"
114694135,"USA"
114694136,"ARG"
114694136,"AUS"
114694136,"CNR"
114694136,"E"
114694136,"GUF"
114694136,"RUS"
114694136,"USA"
114694137,"ARG"
114694137,"AUS"
114694137,"E"
114694137,"USA"
114694138,"ARG"
114694138,"AUS"
114694138,"E"
114694138,"USA"
114694485,"ALS"
114694485,"NOR"
114694485,"USA"
114694486,"ALS"
114694486,"NOR"
114694486,"USA"
114694487,"ALS"
114694487,"NOR"
114694487,"USA"
114695382,"IND"
114696404,"XAX"
114696406,"XAX"
114696408,"XAX"
114696410,"XAX"
114696411,"XAX"
114696412,"XAX"
114696413,"XAX"
114696415,"XAX"
114696417,"XAX"
114696419,"XAX"
114696420,"XAX"
114696421,"XAX"
114696422,"XAX"
114696424,"XAX"
114696426,"XAX"
114696428,"XAX"
114696430,"XAX"
114696432,"XAX"
114696449,"XAX"
114696450,"XAX"
114696451,"XAX"
114696452,"XAX"
114696453,"XAX"
114696454,"XR1"
114696455,"XR1"
114696456,"XR1"
114696457,"XR1"
114696458,"XR1"
114696459,"XR1"
114696460,"XR1"
114696461,"XR1"
114696462,"XR1"
114696463,"XR1"
114696464,"XR3"
114696465,"XR3"
114696466,"XR3"
114696467,"XR3"
114696468,"XR3"
114696469,"XR3"
114696470,"XR3"
114696471,"XR3"
114696472,"XR3"
114696473,"XR3"
114696474,"XR2"
114696475,"XR2"
114696476,"XR2"
114696477,"XR2"
114696478,"XR2"
114696479,"XR2"
114696480,"XR2"
114696481,"XR2"
114696482,"XR2"
114696483,"XR2"
114696484,"XAX"
114696485,"XAX"
114696486,"XAX"
114696487,"XAX"
114696488,"XAX"
114696489,"XR1"
114696490,"XR1"
114696491,"XR1"
114696492,"XR1"
114696493,"XR1"
114696494,"XR1"
114696495,"XR1"
114696496,"XR1"
114696497,"XR1"
114696498,"XR1"
114696499,"XR3"
114696500,"XR3"
114696501,"XR3"
114696502,"XR3"
114696503,"XR3"
114696504,"XR3"
114696505,"XR3"
114696506,"XR3"
114696507,"XR3"
114696508,"XR3"
114696509,"XR2"
114696510,"XR2"
114696511,"XR2"
114696512,"XR2"
114696513,"XR2"
114696514,"XR2"
114696515,"XR2"
114696516,"XR2"
114696517,"XR2"
114696518,"XR2"
114696519,"XAX"
114696520,"XAX"
114696521,"XAX"
114696522,"XAX"
114696523,"XAX"
114696524,"XR1"
114696525,"XR1"
114696526,"XR1"
114696527,"XR1"
114696528,"XR1"
114696529,"XR1"
114696530,"XR1"
114696531,"XR1"
114696532,"XR1"
114696533,"XR1"
114696534,"XR3"
114696535,"XR3"
114696536,"XR3"
114696537,"XR3"
114696538,"XR3"
114696539,"XR3"
114696540,"XR3"
114696541,"XR3"
114696542,"XR3"
114696543,"XR3"
114696544,"XR2"
114696545,"XR2"
114696546,"XR2"
114696547,"XR2"
114696548,"XR2"
114696549,"XR2"
114696550,"XR2"
114696551,"XR2"
114696552,"XR2"
114696553,"XR2"
114697487,"MRC"
114697488,"MRC"
114697489,"MRC"
114697490,"MRC"
114697491,"MRC"
114697492,"MRC"
114697493,"MRC"
114697494,"MRC"
114697495,"MRC"
114697496,"USA"
114697497,"USA"
114702227,"XAA"
114702228,"XAA"
114702229,"XAA"
114702230,"XAA"
114704738,"XAA"
114704739,"XAA"
114704740,"XAA"
114704741,"XAA"
114704742,"XAA"
114704743,"XAA"
114704744,"XAA"
114704745,"XAA"
114704746,"XAA"
114704748,"XAA"
114704749,"XAA"
114704750,"XAA"
114704751,"XAA"
114704752,"XAA"
114704753,"XAA"
114704754,"XAA"
114704755,"XAA"
114704756,"XAA"
114704758,"XAA"
114704759,"XAA"
114704760,"XAA"
114704761,"XAA"
114704762,"XAA"
114704763,"XAA"
114704765,"XAA"
114704766,"XAA"
114704767,"XAA"
114704768,"XAA"
114704769,"XAA"
114704770,"XAA"
114704785,"XAX"
114704786,"XAX"
114704787,"XAX"
114704788,"XAX"
114704789,"XAX"
114704790,"XAX"
114704791,"XAX"
114704792,"XAX"
114704793,"XAX"
114704794,"XAX"
114705211,"PRU"
114705212,"PRU"
114705213,"PRU"
114705231,"AUS"
114705231,"E"
114705231,"USA"
114705232,"AUS"
114705232,"E"
114705232,"USA"
